Comentario_Procesado,Criterio,Polaridad
 activacion   objetos  adecuada  linea  activacion  incompleta,Línea de tiempo ,0
 existe numeracion   mensajes  comunicaciones  realizan  manera correcta  mensajes si muestran funcionalidad correcta      requerimientos solicitados,Mensajes,0
 existe  nombre  diagrama   numeracion   secuencias,Diseño,-1
 objetos estan involucrados correctamente,Objetos,1
 activacion  cada    objetos  correcto   tiempo  corresponde,Línea de tiempo ,1
 existe numeracion   mensajes,Mensajes,-1
efectivamente  nombre  diagrama  correcto referente   distribucion  queda tan clara dividieron  proceso  dos registrar diagnostico asignar tratamiento,Diseño,0
si cumple   distribucion   objetos asi mismo  interfaz  control   entidad   pudieron mejorar involucrando  actor paciente   diagrama   interactua   sistema,Objetos,0
 acuerdo   linea  tiempo    parece   factible   momento  mostrar  formulario  salta     encuentro  sentido   cambio brusco   linea  tiempo pudieron jugar mas   actividades  realizaba  proceso haciendola mas entendible,Línea de tiempo ,-1
si hablamos   enumeracion   mensajes  cumple   requisito  comunicaciones si cumplen encontrandole logica  diagrama  funcionalidades debieron especificar mas   hacia  proceso,Mensajes,-1
 nombre  diagrama    adecuado debido    estipulo  nombre predefinido   mismo  corresponda   solo proceso    dividido innecesariamente  dos diagramas,Diseño,-1
debido   falencias arrastradas   principio  objetos  actores  estan correctamente definidos  deberian,Objetos,-1
 linea  tiempo descrita  estipula correctamente  procesos realizados realiza procesos innecesarios,Línea de tiempo ,-1
 estan numerados  mensajes  comunicacion sincronica  incorrecta,Mensajes,-1
 diagrama  secuencia hace  registro basico  formulario  especifica    quiere hacer   caso  registrar  diagnostico   asignar  tratamiento    idea preconcebida   secuencia  funcionamiento  diagrama,Diseño,-1
  objetos  identifican facilmente solo   diagrama  falta detallar mas  proceso   pobre  interaccion,Objetos,0
cada proceso reacciona   anterior segun  diagrama  cada accion    respuesta    precisamente    quiere,Línea de tiempo ,1
 estan numerados  mensajes  comunicacion sincronica  incorrecta,Mensajes,-1
diseno dificil  comprender  distribucion   objetos  incorrecta,Diseño,-1
faltan objetos importantes   proceso    control   entidad,Objetos,-1
 activacion   linea  tiempo    adecuada    logica definida,Línea de tiempo ,-1
 numeracion   mensajes  ordenada  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   requerimientos descritos,Mensajes,1
  correcto  nombre  diagrama   distribucion   carriles si  bien,Diseño,0
  encuentran  objetos  interfaces     va  conectar   objetos   controles   mismos,Objetos,-1
    claro  activacion  cada objeto   linea  tiempo,Línea de tiempo ,-1
 comunicacion  sincronica  asincronica  bien    entiende  funcionalidades,Mensajes,0
 nombre  diagrama    correcto  si  encuentra ordenada  distribucion   objetos   mensajes  forma descendente,Diseño,0
  encuentran  objetos   interfaces   control   mismos objetos,Objetos,-1
 activacion   completamente correcta,Línea de tiempo ,-1
 mensajes  muestras funcionalidad     correcta comunicacion,Mensajes,-1
diseno dificil  comprender  distribucion   objetos  incorrecta,Diseño,-1
objetos detectados correctamente,Objetos,1
 activacion  cada  objeto   correcta   lapso  tiempo,Línea de tiempo ,-1
 mensajes deberian ser diferentes   estan enumerados,Mensajes,-1
 nombre  diagrama  adecuado  distribucion   objetos mensajes   activacion     ordenada,Diseño,0
  objetos involucrados  identifican correctamente,Objetos,1
 activacion  cada    objetos  parcialmente correcta   lapso  tiempo  objeto interfaz  finaliza,Línea de tiempo ,0
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes   activacion   ordenada,Diseño,-1
 objetos involucrados   identifican correctamente,Objetos,-1
 activacion  cada    objetos  parcialmente correcta   lapso  tiempo    corta  comunicacion    objetos   activa,Línea de tiempo ,0
si  numeracion  mensajes  comunicacion sincronica  parcialmente correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta,Mensajes,0
  nombre  diagrama  distribucion   objetos mensajes   activacion  desordenada,Diseño,-1
 objetos involucrados   identifican correctamente,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa,Línea de tiempo ,-1
si  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada,Diseño,0
 objetos involucrados   identifican correctamente faltan objetos,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion,Línea de tiempo ,-1
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes  correcta,Diseño,0
 objetos involucrados   identifican correctamente,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion,Línea de tiempo ,-1
 numeracion  mensajes   ordenada  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mensajes  indican funcionalidad correcta,Mensajes,-1
si  nombre  diagrama  distribucion   objetos mensajes  correcta   activacion   ordenada,Diseño,0
 objetos involucrados   identifican correctamente falta objetos  entidad,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion,Línea de tiempo ,-1
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada,Diseño,0
 objetos involucrados   identifican correctamente falta objetos,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa,Línea de tiempo ,-1
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes   activacion   ordenada,Diseño,-1
 objetos involucrados   identifican correctamente falta  objeto entidad,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion,Línea de tiempo ,-1
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
 diagrama   nombre  distribucion   objetos mensajes   activacion    ordenada,Diseño,0
  objetos involucrados   identifican correctamente faltan objetos  interfaz   entidad,Objetos,-1
 activacion  cada    objetos  parcialmente correcta   lapso  tiempo  procesos  realizan dentro   misma linea  tiempo,Línea de tiempo ,0
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
 nombre  diagrama  adecuado  distribucion   objetos mensajes  ordenada   activacion  confusa,Diseño,0
 objetos involucrados  identifican correctamente,Objetos,1
 activacion     objetos   correcta   lapso  tiempo    corta  comunicacion faltan procesos,Línea de tiempo ,-1
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada,Diseño,0
 objetos involucrados   identifican correctamente falta objetos  entidad,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa,Línea de tiempo ,-1
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes  retorno incorrecto  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada,Diseño,0
 objetos involucrados   identifican correctamente faltan objetos  control   entidad   objeto  control   explicito,Objetos,-1
 activacion  cada    objetos  parcialmente correcta   lapso  tiempo,Línea de tiempo ,0
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes   activacion  desordenada,Diseño,-1
  objetos involucrados   identifican correctamente existen controles  entidad demas,Objetos,-1
 activacion  cada    objetos  parcialmente correcta   lapso  tiempo,Línea de tiempo ,0
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
 nombre  diagrama  adecuado  distribucion   objetos mensajes   activacion  ordenada,Diseño,1
  objetos involucrados  identifican correctamente,Objetos,1
 activacion  cada    objetos  parcialmente correcta   lapso  tiempo,Línea de tiempo ,0
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
 nombre  diagrama   adecuado  distribucion   objetos mensajes   activacion   comprende,Diseño,-1
 objetos involucrados   identifican correctamente,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa,Línea de tiempo ,-1
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes  retorno incorrecto  comunicaciones deberian ser asincronicas faltan mensajes  mensajes  indican funcionalidad correcta,Mensajes,-1
  nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada,Diseño,0
 objetos involucrados   identifican correctamente falta objetos  entidad,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa,Línea de tiempo ,-1
si  numeracion  mensajes  comunicacion sincronica   correcta  mensajes  retorno incorrecto  comunicaciones deberian ser asincronicas  mensajes  indican funcionalidad correcta,Mensajes,-1
 nombre  diagrama  adecuado  distribucion   objetos mensajes   activacion  ordenada,Diseño,1
 objetos involucrados   identifican correctamente falta objetos  entidad,Objetos,-1
 activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa,Línea de tiempo ,-1
  numeracion  mensajes  comunicacion sincronica   correcta  mensajes  retorno incorrecto  comunicaciones deberian ser asincronicas faltan mensajes  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
 nombre  diagrama  adecuado  distribucion   objetos mensajes   activacion  parcialmente ordenada,Diseño,0
  objetos involucrados  identifican correctamente,Objetos,1
 activacion  cada    objetos  parcialmente correcta   lapso  tiempo    corta  comunicacion,Línea de tiempo ,0
  numeracion  mensajes  comunicacion sincronica  parcialmente correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta,Mensajes,-1
 consta  nombre  diagrama   facil  comprender   distribucion   carriles aplicados      hace ordenado,Diseño,0
 entiende    nodo inicial   nodo final  diagrama permitiendo entender  inicio   final,Nodo,1
 flujos si estan representados correctamente    comprension   requerido,Actividad,1
 flujos usados estan incluidos  forma correcta   diagrama,Flujo de objetos,1
 contiene  nombre  diagrama  distribucion  carriles  ordenada  facil  comprender  funcionalidad  sistema,Diseño,0
 nodo inicial  nodo final  incluido correctamente   diagrama  puede observar claramente  inicia   termina,Nodo,1
   aplicando correctamente  funcionalidad descrito   especificacion  caso  uso  flujo base  aplica flujo alternativo    aplicando,Actividad,-1
  diagrama  activad   estan aplicando   flujo  decision descrito   especificacion  requerimiento,Flujo de objetos,-1
 existe  nombre  ayude  identificar   proceso   realizando  diagrama  distribucion   carriles  ordenada     facil  comprender,Diseño,0
 nodo inicial   nodo final estan incluidos correctamente   diagrama     facil  identificar  inicio   fin  proceso,Nodo,1
existe  flujo base   flujo alterno representado  forma correcta  embargo  funcionalidad   error    seleccionar  automovil segun  descrito   caso  uso   diagrama  secuencia  sistema debe consultar si existe    automovil     descrito   diagrama,Actividad,0
 flujo  control   control  decision  incluye  forma correcta   requiere,Flujo de objetos,1
 diagrama  presenta ningun nombre  distribucion   carriles  adecuada,Diseño,0
 nodo inicial   nodo final estan debidamente incluidos   diagrama,Nodo,1
faltan procesos   flujo normal   validaciones segun  requieren   caso  uso,Actividad,-1
 flujo  decision  debidamente usado  flujo  control     entendible,Flujo de objetos,0
 nombre  diagrama  adecuado  carriles estan correctamente distribuidos  facil  comprender  diagrama,Diseño,1
 totalmente adecuado    nodo inicio   nodo final estan ubicados correctamente,Nodo,1
 bastante adecuado    entiende  utiliza  flujo alterno  fujo base aunque  hace falta varios mensajes  muestre interfaz,Actividad,0
 control  decision  correctamente ubicado  existe  parte  diagrama   especifica si va  ejecutarse primero    decir falta orden,Flujo de objetos,0
 diagrama  contiene nombre  carriles   usan estan distribuidos  manera correcta  permite conocer  funcionamiento  cada ,Diseño,0
