"Texto_Completo","Polaridad"
"Línea de tiempo :  activacion   linea  tiempo    adecuada    logica definida",-1
"Mensajes:  numeracion   mensajes  ordenada  comunicacion sincronica  correcta  mensajes indican funcionalidad correcta   requerimientos descritos",1
"Diseño:   correcto  nombre  diagrama   distribucion   carriles si  bien",0
"Objetos:   encuentran  objetos  interfaces     va  conectar   objetos   controles   mismos",-1
"Línea de tiempo :     claro  activacion  cada objeto   linea  tiempo",-1
"Mensajes:  comunicacion  sincronica  asincronica  bien    entiende  funcionalidades",0
"Diseño:  nombre  diagrama    correcto  si  encuentra ordenada  distribucion   objetos   mensajes  forma descendente",0
"Objetos:   encuentran  objetos   interfaces   control   mismos objetos",-1
"Línea de tiempo :  activacion   completamente correcta",-1
"Mensajes:  mensajes  muestras funcionalidad     correcta comunicacion",-1
"Diseño: diseno dificil  comprender  distribucion   objetos  incorrecta",-1
"Objetos: objetos detectados correctamente",1
"Línea de tiempo :  activacion  cada  objeto   correcta   lapso  tiempo",-1
"Mensajes:  mensajes deberian ser diferentes   estan enumerados",-1
"Diseño:  nombre  diagrama  adecuado  distribucion   objetos mensajes   activacion     ordenada",0
"Objetos:   objetos involucrados  identifican correctamente",1
"Línea de tiempo :  activacion  cada    objetos  parcialmente correcta   lapso  tiempo  objeto interfaz  finaliza",0
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion   ordenada",-1
"Objetos:  objetos involucrados   identifican correctamente",-1
"Línea de tiempo :  activacion  cada    objetos  parcialmente correcta   lapso  tiempo    corta  comunicacion    objetos   activa",0
"Mensajes: si  numeracion  mensajes  comunicacion sincronica  parcialmente correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta",0
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion  desordenada",-1
"Objetos:  objetos involucrados   identifican correctamente",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa",-1
"Mensajes: si  numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada",0
"Objetos:  objetos involucrados   identifican correctamente faltan objetos",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion",-1
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes  correcta",0
"Objetos:  objetos involucrados   identifican correctamente",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion",-1
"Mensajes:  numeracion  mensajes   ordenada  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mensajes  indican funcionalidad correcta",-1
"Diseño: si  nombre  diagrama  distribucion   objetos mensajes  correcta   activacion   ordenada",0
"Objetos:  objetos involucrados   identifican correctamente falta objetos  entidad",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion",-1
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada",0
"Objetos:  objetos involucrados   identifican correctamente falta objetos",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa",-1
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion   ordenada",-1
"Objetos:  objetos involucrados   identifican correctamente falta  objeto entidad",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion",-1
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:  diagrama   nombre  distribucion   objetos mensajes   activacion    ordenada",0
"Objetos:   objetos involucrados   identifican correctamente faltan objetos  interfaz   entidad",-1
"Línea de tiempo :  activacion  cada    objetos  parcialmente correcta   lapso  tiempo  procesos  realizan dentro   misma linea  tiempo",0
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:  nombre  diagrama  adecuado  distribucion   objetos mensajes  ordenada   activacion  confusa",0
"Objetos:  objetos involucrados  identifican correctamente",1
"Línea de tiempo :  activacion     objetos   correcta   lapso  tiempo    corta  comunicacion faltan procesos",-1
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  comunicaciones deberian ser asincronicas  mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada",0
"Objetos:  objetos involucrados   identifican correctamente falta objetos  entidad",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa",-1
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes  retorno incorrecto  comunicaciones deberian ser asincronicas  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada",0
"Objetos:  objetos involucrados   identifican correctamente faltan objetos  control   entidad   objeto  control   explicito",-1
"Línea de tiempo :  activacion  cada    objetos  parcialmente correcta   lapso  tiempo",0
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion  desordenada",-1
"Objetos:   objetos involucrados   identifican correctamente existen controles  entidad demas",-1
"Línea de tiempo :  activacion  cada    objetos  parcialmente correcta   lapso  tiempo",0
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:  nombre  diagrama  adecuado  distribucion   objetos mensajes   activacion  ordenada",1
"Objetos:   objetos involucrados  identifican correctamente",1
"Línea de tiempo :  activacion  cada    objetos  parcialmente correcta   lapso  tiempo",0
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:  nombre  diagrama   adecuado  distribucion   objetos mensajes   activacion   comprende",-1
"Objetos:  objetos involucrados   identifican correctamente",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa",-1
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes  retorno incorrecto  comunicaciones deberian ser asincronicas faltan mensajes  mensajes  indican funcionalidad correcta",-1
"Diseño:   nombre  diagrama  distribucion   objetos mensajes   activacion  ordenada",0
"Objetos:  objetos involucrados   identifican correctamente falta objetos  entidad",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa",-1
"Mensajes: si  numeracion  mensajes  comunicacion sincronica   correcta  mensajes  retorno incorrecto  comunicaciones deberian ser asincronicas  mensajes  indican funcionalidad correcta",-1
"Diseño:  nombre  diagrama  adecuado  distribucion   objetos mensajes   activacion  ordenada",1
"Objetos:  objetos involucrados   identifican correctamente falta objetos  entidad",-1
"Línea de tiempo :  activacion   mayoria   objetos   correcta   lapso  tiempo    corta  comunicacion      activa",-1
"Mensajes:   numeracion  mensajes  comunicacion sincronica   correcta  mensajes  retorno incorrecto  comunicaciones deberian ser asincronicas faltan mensajes  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:  nombre  diagrama  adecuado  distribucion   objetos mensajes   activacion  parcialmente ordenada",0
"Objetos:   objetos involucrados  identifican correctamente",1
"Línea de tiempo :  activacion  cada    objetos  parcialmente correcta   lapso  tiempo    corta  comunicacion",0
"Mensajes:   numeracion  mensajes  comunicacion sincronica  parcialmente correcta  mensajes   retorno  mayoria   mensajes  indican funcionalidad correcta",-1
"Diseño:  consta  nombre  diagrama   facil  comprender   distribucion   carriles aplicados      hace ordenado",0
"Nodo:  entiende    nodo inicial   nodo final  diagrama permitiendo entender  inicio   final",1
"Actividad:  flujos si estan representados correctamente    comprension   requerido",1
"Flujo de objetos:  flujos usados estan incluidos  forma correcta   diagrama",1
"Diseño:  contiene  nombre  diagrama  distribucion  carriles  ordenada  facil  comprender  funcionalidad  sistema",0
"Nodo:  nodo inicial  nodo final  incluido correctamente   diagrama  puede observar claramente  inicia   termina",1
"Actividad:    aplicando correctamente  funcionalidad descrito   especificacion  caso  uso  flujo base  aplica flujo alternativo    aplicando",-1
"Flujo de objetos:   diagrama  activad   estan aplicando   flujo  decision descrito   especificacion  requerimiento",-1
"Diseño:  existe  nombre  ayude  identificar   proceso   realizando  diagrama  distribucion   carriles  ordenada     facil  comprender",0
"Nodo:  nodo inicial   nodo final estan incluidos correctamente   diagrama     facil  identificar  inicio   fin  proceso",1
"Actividad: existe  flujo base   flujo alterno representado  forma correcta  embargo  funcionalidad   error    seleccionar  automovil segun  descrito   caso  uso   diagrama  secuencia  sistema debe consultar si existe    automovil     descrito   diagrama",0
"Flujo de objetos:  flujo  control   control  decision  incluye  forma correcta   requiere",1
"Diseño:  diagrama  presenta ningun nombre  distribucion   carriles  adecuada",0
"Nodo:  nodo inicial   nodo final estan debidamente incluidos   diagrama",1
"Actividad: faltan procesos   flujo normal   validaciones segun  requieren   caso  uso",-1
"Flujo de objetos:  flujo  decision  debidamente usado  flujo  control     entendible",0
"Diseño:  nombre  diagrama  adecuado  carriles estan correctamente distribuidos  facil  comprender  diagrama",1
"Nodo:  totalmente adecuado    nodo inicio   nodo final estan ubicados correctamente",1
"Actividad:  bastante adecuado    entiende  utiliza  flujo alterno  fujo base aunque  hace falta varios mensajes  muestre interfaz",0
"Flujo de objetos:  control  decision  correctamente ubicado  existe  parte  diagrama   especifica si va  ejecutarse primero    decir falta orden",0
"Diseño:  diagrama  contiene nombre  carriles   usan estan distribuidos  manera correcta  permite conocer  funcionamiento  cada ",0
"Nodo:  nodos estan ubicados  manera correcta   diagrama",1
"Actividad:  flujos estan ubicados correctamente  manera   comprende  funcionamiento  diagrama",1
"Flujo de objetos:  flujos permiten   diagrama funcione  manera correcta",1
"Diseño:  contiene  nombre correspondiente   diagrama  distribucion   carriles   utiliza  manera correcta",0
"Nodo:  diagrama contiene  nodo inicial   final  manera correcta   diagrama",1
"Actividad:  flujo base   flujo alterno  representado  manera correcta contiene  funcionalidad segun  descrito   caso  usos",1
"Flujo de objetos:  uso   flujo  control   decision  incluye  manera correcta   diagrama",1
"Diseño:  distribucion   carriles  correcta   bien asignada  funciones  cada ",1
"Nodo:  nodo inicial  final  observa claramente   logra distinguir  inicio   fin  diagrama",1
"Actividad:  flujo normal  alterno  observa   secuencia correcta  funcional",1
"Flujo de objetos:  controles  decision  ubicados   lugares necesarios  excepcion    final  diagrama",1
"Diseño:  nombre  diagrama  indica claramente   facil  comprender  carriles  encuentran bien ubicados  distribuidos",1
